Asset,-------(1)-------,-------(3)-------,Sub-number,Depreciation key,Plant,Capitalized On,Ord.dep.start date,Cost Center,Description,Life,Location,  Cum.acq.value,Spec.depreciation,Vendor,     Accum.dep.,Quantity,WBS Element, Start book.val,Base Unit of Measure,-------(4)-------,Currency,-------(2)-------,Write-ups,  Trans.acq.val,    Trns.AccDep,       PlndDep,   End book val
340004328,,,0,TH02,,06/01/2021,06/01/2021,10050532,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.46",,,-300.08,0,,"1,235.38",EA,,THB,,0,0,0,-382.81,852.57
340004329,,,0,TH02,,05/07/2021,05/07/2021,10050532,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,062.62",0,,"3,805.88",EA,,THB,,0,0,0,"-1,213.79","2,592.09"
340004330,,,0,TH02,,05/07/2021,05/07/2021,10050532,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,062.62",0,,"3,805.88",EA,,THB,,0,0,0,"-1,213.79","2,592.09"
340004331,,,0,TH02,,05/11/2021,05/11/2021,10050534,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-329.53,0,,"1,205.92",EA,,THB,,0,0,0,-382.81,823.11
340004332,,,0,TH02,,05/12/2021,05/12/2021,10050534,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,040.39",0,,"3,828.11",EA,,THB,,0,0,0,"-1,213.79","2,614.32"
340004333,,,0,TH02,,05/12/2021,05/12/2021,10050534,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,040.39",0,,"3,828.11",EA,,THB,,0,0,0,"-1,213.79","2,614.32"
340004334,,,0,TH02,,03/12/2021,03/12/2021,10050439,K00022-เราเตอร์-Advice-TP-LINK (TL-MR6400) Wireles,003/000,,"1,945.00",,,-524,1,,"1,421.00",EA,,THB,,0,0,0,-484.92,936.08
340004335,,,0,TH02,,03/12/2021,03/12/2021,10020053,K00022-เราเตอร์-Advice-TP-LINK (TL-MR6400) Wireles,003/000,,"1,945.00",,,-524,1,,"1,421.00",EA,,THB,,0,0,0,-484.92,936.08
340004336,,,0,TH02,,03/12/2021,03/12/2021,10020053,K00022-เราเตอร์-Advice-TP-LINK (TL-MR6400) Wireles,003/000,,"1,945.00",,,-524,1,,"1,421.00",EA,,THB,,0,0,0,-484.92,936.08
340004337,,,0,TH02,,03/12/2021,03/12/2021,10050567,K00022-เราเตอร์-Advice-TP-LINK (TL-MR6400) Wireles,003/000,,"1,945.00",,,-524,1,,"1,421.00",EA,,THB,,0,0,0,-484.92,936.08
340004338,,,0,TH02,,03/12/2021,03/12/2021,10050800,K00022-เราเตอร์-Advice-TP-LINK (TL-MR6400) Wireles,003/000,,"1,945.00",,,-524,1,,"1,421.00",EA,,THB,,0,0,0,-484.92,936.08
340004339,,,0,TH02,,03/12/2021,03/12/2021,10020053,K00022-เราเตอร์-Advice-TP-LINK (TL-MR6400) Wireles,003/000,,"1,945.00",,,-524,1,,"1,421.00",EA,,THB,,0,0,0,-484.92,936.08
340004340,,,0,TH02,,03/12/2021,03/12/2021,10020053,K00022-เราเตอร์-Advice-TP-LINK (TL-MR6400) Wireles,003/000,,"1,945.00",,,-524,1,,"1,421.00",EA,,THB,,0,0,0,-484.92,936.08
340004341,,,0,TH02,,03/12/2021,03/12/2021,10050593,K00022-เราเตอร์-Advice-TP-LINK (TL-MR6400) Wireles,003/000,,"1,945.00",,,-524,1,,"1,421.00",EA,,THB,,0,0,0,-484.92,936.08
340004342,,,0,TH02,,03/12/2021,03/12/2021,10020053,K00022-เราเตอร์-Advice-TP-LINK (TL-MR6400) Wireles,003/000,,"1,945.00",,,-524,1,,"1,421.00",EA,,THB,,0,0,0,-484.92,936.08
340004343,,,0,TH02,,03/12/2021,03/12/2021,10020053,K00022-เราเตอร์-Advice-TP-LINK (TL-MR6400) Wireles,003/000,,"1,945.03",,,-524,1,,"1,421.03",EA,,THB,,0,0,0,-484.93,936.1
340004344,,,0,TH02,,04/07/2021,04/07/2021,10050505,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-377.2,1,,"1,158.25",EA,,THB,,0,0,0,-382.81,775.44
340004345,,,0,TH02,,04/07/2021,04/07/2021,10050505,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,196.01",1,,"3,672.49",EA,,THB,,0,0,0,"-1,213.79","2,458.70"
340004346,,,0,TH02,,04/07/2021,04/07/2021,10050505,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,196.01",1,,"3,672.49",EA,,THB,,0,0,0,"-1,213.79","2,458.70"
340004347,,,0,TH02,,03/23/2021,03/23/2021,10050506,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-398.24,1,,"1,137.21",EA,,THB,,0,0,0,-382.81,754.4
340004348,,,0,TH02,,04/20/2021,04/20/2021,10050506,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,138.21",1,,"3,730.29",EA,,THB,,0,0,0,"-1,213.79","2,516.50"
340004349,,,0,TH02,,04/20/2021,04/20/2021,10050506,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,138.21",1,,"3,730.29",EA,,THB,,0,0,0,"-1,213.79","2,516.50"
340004350,,,0,TH02,,05/05/2021,05/05/2021,10050497,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.46",,,-337.94,1,,"1,197.52",EA,,THB,,0,0,0,-382.81,814.71
340004351,,,0,TH02,,05/05/2021,05/05/2021,10050497,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.49",,,"-1,071.51",1,,"3,796.98",EA,,THB,,0,0,0,"-1,213.79","2,583.19"
340004352,,,0,TH02,,05/05/2021,05/05/2021,10050497,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.49",,,"-1,071.51",1,,"3,796.98",EA,,THB,,0,0,0,"-1,213.79","2,583.19"
340004353,,,0,TH02,,04/26/2021,04/26/2021,10050503,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-350.56,1,,"1,184.89",EA,,THB,,0,0,0,-382.81,802.08
340004354,,,0,TH02,,04/26/2021,04/26/2021,10050503,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,111.53",1,,"3,756.97",EA,,THB,,0,0,0,"-1,213.79","2,543.18"
340004355,,,0,TH02,,04/26/2021,04/26/2021,10050503,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,111.53",1,,"3,756.97",EA,,THB,,0,0,0,"-1,213.79","2,543.18"
340004356,,,0,TH02,,03/23/2021,03/22/2021,10050521,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-399.64,1,,"1,135.81",EA,,THB,,0,0,0,-382.81,753
340004357,,,0,TH02,,03/22/2021,03/22/2021,10050521,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,267.14",1,,"3,601.36",EA,,THB,,0,0,0,"-1,213.79","2,387.57"
340004358,,,0,TH02,,03/22/2021,03/22/2021,10050521,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,267.14",1,,"3,601.36",EA,,THB,,0,0,0,"-1,213.79","2,387.57"
340004359,,,0,TH02,,05/20/2021,05/20/2021,10050512,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.44",,,-316.9,1,,"1,218.54",EA,,THB,,0,0,0,-382.81,835.73
340004360,,,0,TH02,,05/20/2021,05/20/2021,10050512,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,004.82",1,,"3,863.68",EA,,THB,,0,0,0,"-1,213.79","2,649.89"
340004361,,,0,TH02,,05/20/2021,05/20/2021,10050512,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,004.82",1,,"3,863.68",EA,,THB,,0,0,0,"-1,213.79","2,649.89"
340004362,,,0,TH02,,05/05/2021,05/05/2021,10050508,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.43",,,-337.93,1,,"1,197.50",EA,,THB,,0,0,0,-382.81,814.69
340004363,,,0,TH02,,05/05/2021,05/05/2021,10050508,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.49",,,"-1,071.51",1,,"3,796.98",EA,,THB,,0,0,0,"-1,213.79","2,583.19"
340004364,,,0,TH02,,05/05/2021,05/05/2021,10050508,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.55",,,"-1,071.53",1,,"3,797.02",EA,,THB,,0,0,0,"-1,213.80","2,583.22"
340004365,,,0,TH02,,04/19/2021,04/19/2021,10050507,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-360.38,1,,"1,175.07",EA,,THB,,0,0,0,-382.81,792.26
340004366,,,0,TH02,,04/19/2021,04/19/2021,10050507,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,142.65",1,,"3,725.85",EA,,THB,,0,0,0,"-1,213.79","2,512.06"
340004367,,,0,TH02,,04/19/2021,04/19/2021,10050507,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,142.65",1,,"3,725.85",EA,,THB,,0,0,0,"-1,213.79","2,512.06"
340004368,,,0,TH02,,04/26/2021,04/26/2021,10050499,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-350.56,1,,"1,184.89",EA,,THB,,0,0,0,-382.81,802.08
340004369,,,0,TH02,,04/26/2021,04/26/2021,10050499,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,111.53",1,,"3,756.97",EA,,THB,,0,0,0,"-1,213.79","2,543.18"
340004370,,,0,TH02,,04/26/2021,04/26/2021,10050499,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,111.53",1,,"3,756.97",EA,,THB,,0,0,0,"-1,213.79","2,543.18"
340004371,,,0,TH02,,04/27/2021,04/27/2021,10050498,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-349.16,1,,"1,186.29",EA,,THB,,0,0,0,-382.81,803.48
340004372,,,0,TH02,,04/27/2021,04/27/2021,10050498,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,107.08",1,,"3,761.42",EA,,THB,,0,0,0,"-1,213.79","2,547.63"
340004373,,,0,TH02,,04/27/2021,04/27/2021,10050498,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,107.08",1,,"3,761.42",EA,,THB,,0,0,0,"-1,213.79","2,547.63"
340004374,,,0,TH02,,05/05/2021,05/05/2021,10050510,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.46",,,-337.94,1,,"1,197.52",EA,,THB,,0,0,0,-382.81,814.71
340004375,,,0,TH02,,05/05/2021,05/05/2021,10050510,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.49",,,"-1,071.51",1,,"3,796.98",EA,,THB,,0,0,0,"-1,213.79","2,583.19"
340004376,,,0,TH02,,05/05/2021,05/05/2021,10050510,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.49",,,"-1,071.51",1,,"3,796.98",EA,,THB,,0,0,0,"-1,213.79","2,583.19"
340004377,,,0,TH02,,05/04/2021,05/04/2021,10050496,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-339.34,1,,"1,196.11",EA,,THB,,0,0,0,-382.81,813.3
340004378,,,0,TH02,,05/04/2021,05/04/2021,10050496,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,075.96",1,,"3,792.54",EA,,THB,,0,0,0,"-1,213.79","2,578.75"
340004379,,,0,TH02,,05/04/2021,05/04/2021,10050496,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,075.96",1,,"3,792.54",EA,,THB,,0,0,0,"-1,213.79","2,578.75"
340004380,,,0,TH02,,04/19/2021,04/19/2021,10050502,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-360.38,1,,"1,175.07",EA,,THB,,0,0,0,-382.81,792.26
340004381,,,0,TH02,,04/19/2021,04/19/2021,10050502,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,142.65",1,,"3,725.85",EA,,THB,,0,0,0,"-1,213.79","2,512.06"
340004382,,,0,TH02,,04/19/2021,04/19/2021,10050502,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,142.65",1,,"3,725.85",EA,,THB,,0,0,0,"-1,213.79","2,512.06"
340004383,,,0,TH02,,06/02/2021,06/02/2021,10050544,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-298.68,1,,"1,236.77",EA,,THB,,0,0,0,-382.81,853.96
340004384,,,0,TH02,,06/02/2021,06/02/2021,10050544,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-947.02,1,,"3,921.48",EA,,THB,,0,0,0,"-1,213.79","2,707.69"
340004385,,,0,TH02,,06/02/2021,06/02/2021,10050544,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-947.02,1,,"3,921.48",EA,,THB,,0,0,0,"-1,213.79","2,707.69"
340004386,,,0,TH02,,04/07/2021,04/07/2021,10050514,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-377.2,1,,"1,158.25",EA,,THB,,0,0,0,-382.81,775.44
340004387,,,0,TH02,,04/07/2021,04/07/2021,10050514,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,196.01",1,,"3,672.49",EA,,THB,,0,0,0,"-1,213.79","2,458.70"
340004388,,,0,TH02,,04/07/2021,04/07/2021,10050514,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,196.01",1,,"3,672.49",EA,,THB,,0,0,0,"-1,213.79","2,458.70"
340004389,,,0,TH02,,05/27/2021,05/27/2021,10050542,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-307.09,1,,"1,228.36",EA,,THB,,0,0,0,-382.81,845.55
340004391,,,0,TH02,,05/27/2021,05/27/2021,10050542,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-973.7,1,,"3,894.80",EA,,THB,,0,0,0,"-1,213.79","2,681.01"
340004392,,,0,TH02,,05/20/2021,05/20/2021,10050545,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.46",,,-316.91,1,,"1,218.55",EA,,THB,,0,0,0,-382.81,835.74
340004393,,,0,TH02,,05/20/2021,05/20/2021,10050545,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,004.82",1,,"3,863.68",EA,,THB,,0,0,0,"-1,213.79","2,649.89"
340004394,,,0,TH02,,05/20/2021,05/20/2021,10050545,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,004.82",1,,"3,863.68",EA,,THB,,0,0,0,"-1,213.79","2,649.89"
340004395,,,0,TH02,,08/30/2021,08/30/2021,10050515,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-173.88,1,,"1,361.57",EA,,THB,,0,0,0,-382.81,978.76
340004396,,,0,TH02,,07/27/2021,07/27/2021,10050515,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-702.49,1,,"4,166.01",EA,,THB,,0,0,0,"-1,213.79","2,952.22"
340004398,,,0,TH02,,05/06/2021,05/06/2021,10050522,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-336.54,1,,"1,198.91",EA,,THB,,0,0,0,-382.81,816.1
340004399,,,0,TH02,,05/06/2021,05/06/2021,10050522,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,067.07",1,,"3,801.43",EA,,THB,,0,0,0,"-1,213.79","2,587.64"
340004400,,,0,TH02,,05/06/2021,05/06/2021,10050522,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,067.07",1,,"3,801.43",EA,,THB,,0,0,0,"-1,213.79","2,587.64"
340004401,,,0,TH02,,07/13/2021,07/13/2021,10050511,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-241.18,1,,"1,294.27",EA,,THB,,0,0,0,-382.81,911.46
340004402,,,0,TH02,,09/23/2021,09/23/2021,10050634,F00006-เครื่องสำรองไฟ-APC-BVX700VA,003/000,,"1,583.60",,,-144.62,1,,"1,438.98",EA,,THB,,0,0,0,-394.82,"1,044.16"
340004403,,,0,TH02,,07/13/2021,07/13/2021,10050511,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-764.73,1,,"4,103.77",EA,,THB,,0,0,0,"-1,213.79","2,889.98"
340004404,,,0,TH02,,06/29/2021,06/29/2021,10050540,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.44",,,-260.81,1,,"1,274.63",EA,,THB,,0,0,0,-382.81,891.82
340004405,,,0,TH02,,09/21/2021,09/21/2021,10050639,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-453.5,1,,"4,415.00",EA,,THB,,0,0,0,"-1,213.79","3,201.21"
340004406,,,0,TH02,,06/29/2021,06/29/2021,10050540,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-826.98,1,,"4,041.52",EA,,THB,,0,0,0,"-1,213.79","2,827.73"
340004407,,,0,TH02,,05/28/2021,05/28/2021,10050523,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-305.69,1,,"1,229.76",EA,,THB,,0,0,0,-382.81,846.95
340004408,,,0,TH02,,05/28/2021,05/28/2021,10050523,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-969.25,1,,"3,899.25",EA,,THB,,0,0,0,"-1,213.79","2,685.46"
340004410,,,0,TH02,,06/22/2021,06/22/2021,10050524,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-270.63,1,,"1,264.82",EA,,THB,,0,0,0,-382.81,882.01
340004411,,,0,TH02,,06/22/2021,06/22/2021,10020053,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-858.1,1,,"4,010.40",EA,,THB,,0,0,0,"-1,213.79","2,796.61"
340004413,,,0,TH02,,07/26/2021,07/26/2021,10050529,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-222.96,1,,"1,312.49",EA,,THB,,0,0,0,-382.81,929.68
340004414,,,0,TH02,,07/27/2021,07/27/2021,10050262,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.60",,,-702.5,1,,"4,166.10",EA,,THB,,0,0,0,"-1,213.82","2,952.28"
340004415,,,0,TH02,,07/26/2021,07/26/2021,10050529,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-706.93,1,,"4,161.57",EA,,THB,,0,0,0,"-1,213.79","2,947.78"
340004416,,,0,TH02,,06/04/2021,06/04/2021,10050509,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-295.87,1,,"1,239.58",EA,,THB,,0,0,0,-382.81,856.77
340004418,,,0,TH02,,06/04/2021,06/04/2021,10050509,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-938.13,1,,"3,930.37",EA,,THB,,0,0,0,"-1,213.79","2,716.58"
340004419,,,0,TH02,,06/14/2021,06/14/2021,10050526,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-281.85,1,,"1,253.60",EA,,THB,,0,0,0,-382.81,870.79
340004420,,,0,TH02,,06/14/2021,06/14/2021,10020053,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-893.67,1,,"3,974.83",EA,,THB,,0,0,0,"-1,213.79","2,761.04"
340004421,,,0,TH02,,06/14/2021,06/14/2021,10050526,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,-893.67,1,,"3,974.83",EA,,THB,,0,0,0,"-1,213.79","2,761.04"
340004422,,,0,TH02,,05/14/2021,05/14/2021,10050531,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-325.32,1,,"1,210.13",EA,,THB,,0,0,0,-382.81,827.32
340004423,,,0,TH02,,05/14/2021,05/14/2021,10050531,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,031.50",1,,"3,837.00",EA,,THB,,0,0,0,"-1,213.79","2,623.21"
340004424,,,0,TH02,,05/14/2021,05/14/2021,10050531,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,031.50",1,,"3,837.00",EA,,THB,,0,0,0,"-1,213.79","2,623.21"
340004425,,,0,TH02,,04/29/2021,04/29/2021,10050528,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-346.35,1,,"1,189.10",EA,,THB,,0,0,0,-382.81,806.29
340004426,,,0,TH02,,04/29/2021,04/29/2021,10050528,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,098.19",1,,"3,770.31",EA,,THB,,0,0,0,"-1,213.79","2,556.52"
340004427,,,0,TH02,,04/29/2021,04/29/2021,10050528,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,098.19",1,,"3,770.31",EA,,THB,,0,0,0,"-1,213.79","2,556.52"
340004428,,,0,TH02,,05/16/2021,05/16/2021,10050530,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-322.51,1,,"1,212.94",EA,,THB,,0,0,0,-382.81,830.13
340004429,,,0,TH02,,05/07/2021,05/07/2021,10050530,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,062.62",1,,"3,805.88",EA,,THB,,0,0,0,"-1,213.79","2,592.09"
340004430,,,0,TH02,,05/07/2021,05/07/2021,10050530,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,062.62",1,,"3,805.88",EA,,THB,,0,0,0,"-1,213.79","2,592.09"
340004431,,,0,TH02,,04/22/2021,04/22/2021,10050492,F00008-เครื่องสำรองไฟ-APC-BX650LI MS,003/000,,"1,535.45",,,-356.17,1,,"1,179.28",EA,,THB,,0,0,0,-382.81,796.47
340004432,,,0,TH02,,04/22/2021,04/22/2021,10050492,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,129.31",1,,"3,739.19",EA,,THB,,0,0,0,"-1,213.79","2,525.40"
340004433,,,0,TH02,,04/22/2021,04/22/2021,10050492,G00005-เครื่องปริ้นเตอร์-Brother-MFCL2700D,003/000,,"4,868.50",,,"-1,129.31",1,,"3,739.19",EA,,THB,,0,0,0,"-1,213.79","2,525.40"
340004434,,,0,TH02,,03/23/2021,03/23/2021,10050564,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
340004435,,,0,TH02,,03/23/2021,03/23/2021,10050527,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
340004436,,,0,TH02,,03/23/2021,03/23/2021,10050577,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
340004437,,,0,TH02,,03/23/2021,03/23/2021,10050551,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
340004438,,,0,TH02,,03/23/2021,03/23/2021,10050583,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
340004439,,,0,TH02,,03/23/2021,03/23/2021,10050587,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
340004440,,,0,TH02,,03/23/2021,03/23/2021,10050569,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
340004441,,,0,TH02,,03/23/2021,03/23/2021,10050582,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
340004442,,,0,TH02,,03/23/2021,03/23/2021,10050536,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
340004443,,,0,TH02,,03/23/2021,03/23/2021,10050533,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
340004444,,,0,TH02,,03/23/2021,03/23/2021,10050570,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
340004445,,,0,TH02,,03/23/2021,03/23/2021,10050563,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
340004446,,,0,TH02,,03/23/2021,03/23/2021,10050540,K00002-เครื่องสแกนบาร์โค้ด-Zebra-DS4308SR BLACK,003/000,,"4,066.00",,,"-1,054.56",1,,"3,011.44",EA,,THB,,0,0,0,"-1,013.72","1,997.72"
