Asset,-------(1)-------,-------(3)-------,Sub-number,Depreciation key,Plant,Capitalized On,Ord.dep.start date,Cost Center,Description,Life,Location,  Cum.acq.value,Spec.depreciation,Vendor,     Accum.dep.,Quantity,WBS Element, Start book.val,Base Unit of Measure,-------(4)-------,Currency,-------(2)-------,Write-ups,  Trans.acq.val,    Trns.AccDep,       PlndDep,   End book val
340000001,,,0,TH02,,09/05/2017,09/05/2017,10020055,K00025-อุปกรณ์อินเตอร์เน็ต-D Link-dgs-1100-24p,003/000,,"3,000.00",,,"-2,999.00",1,,1,EA,,THB,,0,0,0,0,1
340000002,,,0,TH02,,09/06/2017,09/06/2017,10020055,K00025-อุปกรณ์อินเตอร์เน็ต-D Link-dgs-1100-24p,003/000,,"13,350.00",,,"-13,349.00",1,,1,EA,,THB,,0,0,0,0,1
340000003,,,0,TH02,,09/06/2017,09/06/2017,10020025,K00025-อุปกรณ์อินเตอร์เน็ต-D Link-dgs-1100-24p,003/000,,"3,470.00",,,"-3,469.00",1,,1,EA,,THB,,0,0,0,0,1
340000004,,,0,TH02,,09/06/2017,09/06/2017,10020053,K00016-เครื่องกระจายสัญญาณอินเตอร์เน็ต-Ubiquiti-AC,003/000,,"6,170.00",,,"-6,169.00",1,,1,EA,,THB,,0,0,0,0,1
340000005,,,0,TH02,,09/06/2017,09/06/2017,10020055,K00016-เครื่องกระจายสัญญาณอินเตอร์เน็ต-Ubiquiti-AC,003/000,,"6,170.00",,,"-6,169.00",1,,1,EA,,THB,,0,0,0,0,1
340000006,,,0,TH02,,09/08/2017,09/08/2017,10020000,O00002-หน่วยความจำหลัก(RAM)-Kingston-Hyper-X,003/000,,"2,530.00",,,"-2,529.00",1,,1,EA,,THB,,0,0,0,0,1
340000007,,,0,TH02,,09/08/2017,09/08/2017,10050010,G00009-เครื่องปริ้นเตอร์-Fuji-LaserXEROX,003/000,,"12,990.00",,,"-12,989.00",1,,1,EA,,THB,,0,0,0,0,1
340000008,,,0,TH02,,09/20/2017,09/20/2017,10020000,O00003-หน่วยความจำสำรอง(SSD)-Samsung-850 EVO 250GB,003/000,,"3,350.00",,,"-3,349.00",1,,1,EA,,THB,,0,0,0,0,1
340000009,,,0,TH02,,09/20/2017,09/20/2017,10020000,O00003-หน่วยความจำสำรอง(SSD)-Samsung-850 EVO 250GB,003/000,,"3,350.00",,,"-3,349.00",1,,1,EA,,THB,,0,0,0,0,1
340000010,,,0,TH02,,09/20/2017,09/20/2017,10020000,O00003-หน่วยความจำสำรอง(SSD)-Samsung-850 EVO 250GB,003/000,,"3,350.00",,,"-3,349.00",1,,1,EA,,THB,,0,0,0,0,1
340000011,,,0,TH02,,09/25/2017,09/25/2017,10020025,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",1,,1,EA,,THB,,0,0,0,0,1
340000012,,,0,TH02,,09/25/2017,09/25/2017,10020070,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",1,,1,EA,,THB,,0,0,0,0,1
340000013,,,0,TH02,,09/25/2017,09/25/2017,10050250,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",1,,1,EA,,THB,,0,0,0,0,1
340000014,,,0,TH02,,09/25/2017,09/25/2017,10020005,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",1,,1,EA,,THB,,0,0,0,0,1
340000015,,,0,TH02,,09/25/2017,09/25/2017,10020025,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",0,,1,EA,,THB,,0,"-1,665.00","1,664.00",0,0
340000016,,,0,TH02,,09/25/2017,09/25/2017,10020025,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",1,,1,EA,,THB,,0,0,0,0,1
340000017,,,0,TH02,,10/24/2017,10/24/2017,10020000,F00007-เครื่องสำรองไฟ-APC-1500VA,003/000,,"17,854.02",,,"-17,853.02",1,,1,EA,,THB,,0,0,0,0,1
340000018,,,0,TH02,,10/24/2017,10/24/2017,10020070,F00002-เครื่องสำรองไฟ-APC-500VA,003/000,,"2,951.40",,,"-2,950.40",1,,1,EA,,THB,,0,0,0,0,1
340000019,,,0,TH02,,10/24/2017,10/24/2017,10020005,F00002-เครื่องสำรองไฟ-APC-500VA,003/000,,"2,951.40",,,"-2,950.40",1,,1,EA,,THB,,0,0,0,0,1
340000020,,,0,TH02,,10/24/2017,10/24/2017,10020056,F00002-เครื่องสำรองไฟ-APC-500VA,003/000,,"2,951.40",,,"-2,950.40",1,,1,EA,,THB,,0,0,0,0,1
340000021,,,0,TH02,,10/24/2017,10/24/2017,10020070,F00002-เครื่องสำรองไฟ-APC-500VA,003/000,,"2,951.40",,,"-2,950.40",1,,1,EA,,THB,,0,0,0,0,1
340000022,,,0,TH02,,10/24/2017,10/24/2017,10020070,F00002-เครื่องสำรองไฟ-APC-500VA,003/000,,"2,951.40",,,"-2,950.40",1,,1,EA,,THB,,0,0,0,0,1
340000023,,,0,TH02,,11/02/2017,11/02/2017,10020064,G00018-เครื่องพิมพ์บัตร-Zebra-ZXP3 Single-s,003/000,,"37,450.00",,,"-37,449.00",1,,1,EA,,THB,,0,0,0,0,1
340000024,,,0,TH02,,11/07/2017,11/07/2017,10050205,G00016-เครื่องปริ้นเตอร์-Samsung-Laser (All in one,003/000,,"4,550.00",,,"-4,549.00",1,,1,EA,,THB,,0,0,0,0,1
340000025,,,0,TH02,,11/07/2017,11/07/2017,10020057,G00016-เครื่องปริ้นเตอร์-Samsung-Laser (All in one,003/000,,"4,550.00",,,"-4,549.00",1,,1,EA,,THB,,0,0,0,0,1
340000027,,,0,TH02,,11/09/2017,11/09/2017,10020005,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000028,,,0,TH02,,11/09/2017,11/09/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000029,,,0,TH02,,11/09/2017,11/09/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000030,,,0,TH02,,11/09/2017,11/09/2017,10020005,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000031,,,0,TH02,,11/09/2017,11/09/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000032,,,0,TH02,,11/09/2017,11/09/2017,10020057,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000033,,,0,TH02,,11/09/2017,11/09/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000034,,,0,TH02,,11/09/2017,11/09/2017,10050262,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000035,,,0,TH02,,11/09/2017,11/09/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000036,,,0,TH02,,11/09/2017,11/09/2017,10020025,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000037,,,0,TH02,,11/09/2017,11/09/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000038,,,0,TH02,,11/09/2017,11/09/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000039,,,0,TH02,,11/09/2017,11/09/2017,10020025,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000040,,,0,TH02,,11/09/2017,11/09/2017,10020070,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000041,,,0,TH02,,11/09/2017,11/09/2017,10050250,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000042,,,0,TH02,,11/09/2017,11/09/2017,10020028,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000043,,,0,TH02,,11/14/2017,11/14/2017,10020000,K00009-ฮาร์ดดิส-WD-3 TB SATA-III Red,003/000,,"4,290.00",,,"-4,289.00",1,,1,EA,,THB,,0,0,0,0,1
340000044,,,0,TH02,,11/14/2017,11/14/2017,10020000,K00009-ฮาร์ดดิส-WD-3 TB SATA-III Red,003/000,,"4,290.00",,,"-4,289.00",1,,1,EA,,THB,,0,0,0,0,1
340000045,,,0,TH02,,11/14/2017,11/14/2017,10020000,K00009-ฮาร์ดดิส-WD-3 TB SATA-III Red,003/000,,"4,290.00",,,"-4,289.00",1,,1,EA,,THB,,0,0,0,0,1
340000046,,,0,TH02,,11/14/2017,11/14/2017,10020000,K00009-ฮาร์ดดิส-WD-3 TB SATA-III Red,003/000,,"4,290.00",,,"-4,289.00",1,,1,EA,,THB,,0,0,0,0,1
340000047,,,0,TH02,,11/14/2017,11/14/2017,10020000,K00009-ฮาร์ดดิส-WD-3 TB SATA-III Red,003/000,,"4,290.00",,,"-4,289.00",1,,1,EA,,THB,,0,0,0,0,1
340000048,,,0,TH02,,11/14/2017,11/14/2017,10020000,K00009-ฮาร์ดดิส-WD-3 TB SATA-III Red,003/000,,"4,290.00",,,"-4,289.00",1,,1,EA,,THB,,0,0,0,0,1
340000049,,,0,TH02,,11/14/2017,11/14/2017,10020000,O00005-หน่วยความจำสำรอง(SSD)-Samsung-850PRO 512GB,003/000,,"8,700.00",,,"-8,699.00",1,,1,EA,,THB,,0,0,0,0,1
340000050,,,0,TH02,,11/14/2017,11/14/2017,10020000,O00005-หน่วยความจำสำรอง(SSD)-Samsung-850PRO 512GB,003/000,,"8,700.00",,,"-8,699.00",1,,1,EA,,THB,,0,0,0,0,1
340000051,,,0,TH02,,11/14/2017,11/14/2017,10020000,O00005-หน่วยความจำสำรอง(SSD)-Samsung-850PRO 512GB,003/000,,"8,700.00",,,"-8,699.00",1,,1,EA,,THB,,0,0,0,0,1
340000052,,,0,TH02,,11/14/2017,11/14/2017,10020000,O00005-หน่วยความจำสำรอง(SSD)-Samsung-850PRO 512GB,003/000,,"8,700.00",,,"-8,699.00",1,,1,EA,,THB,,0,0,0,0,1
340000053,,,0,TH02,,11/15/2017,11/15/2017,10020000,O00004-หน่วยความจำสำรอง(SSD)-Samsung-850PRO 256GB,003/000,,"4,640.00",,,"-4,639.00",1,,1,EA,,THB,,0,0,0,0,1
340000054,,,0,TH02,,11/15/2017,11/15/2017,10020000,O00004-หน่วยความจำสำรอง(SSD)-Samsung-850PRO 256GB,003/000,,"4,640.00",,,"-4,639.00",1,,1,EA,,THB,,0,0,0,0,1
340000055,,,0,TH02,,11/15/2017,11/15/2017,10020000,O00005-หน่วยความจำสำรอง(SSD)-Samsung-850PRO 512GB,003/000,,"8,700.00",,,"-8,699.00",1,,1,EA,,THB,,0,0,0,0,1
340000056,,,0,TH02,,11/15/2017,11/15/2017,10020000,O00015-หน่วยความจำหลัก(RAM)-Samsung-16 GB PC4 2400,003/000,,"11,235.00",,,"-11,234.00",1,,1,EA,,THB,,0,0,0,0,1
340000057,,,0,TH02,,11/15/2017,11/15/2017,10020000,O00015-หน่วยความจำหลัก(RAM)-Samsung-16 GB PC4 2400,003/000,,"11,235.00",,,"-11,234.00",1,,1,EA,,THB,,0,0,0,0,1
340000058,,,0,TH02,,11/15/2017,11/15/2017,10020000,O00015-หน่วยความจำหลัก(RAM)-Samsung-16 GB PC4 2400,003/000,,"11,235.00",,,"-11,234.00",1,,1,EA,,THB,,0,0,0,0,1
340000059,,,0,TH02,,11/22/2017,11/22/2017,10020005,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",1,,1,EA,,THB,,0,0,0,0,1
340000060,,,0,TH02,,11/22/2017,11/22/2017,10020056,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",1,,1,EA,,THB,,0,0,0,0,1
340000061,,,0,TH02,,11/22/2017,11/22/2017,10050251,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",1,,1,EA,,THB,,0,0,0,0,1
340000062,,,0,TH02,,11/22/2017,11/22/2017,10050231,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",1,,1,EA,,THB,,0,0,0,0,1
340000063,,,0,TH02,,11/22/2017,11/22/2017,10020059,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",1,,1,EA,,THB,,0,0,0,0,1
340000064,,,0,TH02,,11/22/2017,11/22/2017,10020025,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",0,,1,EA,,THB,,0,"-1,665.00","1,664.00",0,0
340000065,,,0,TH02,,11/22/2017,11/22/2017,10020055,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,665.00",,,"-1,664.00",1,,1,EA,,THB,,0,0,0,0,1
340000066,,,0,TH02,,12/01/2017,12/01/2017,10020006,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,990.00",,,"-3,989.00",1,,1,EA,,THB,,0,0,0,0,1
340000067,,,0,TH02,,12/01/2017,12/01/2017,10020025,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,990.00",,,"-3,989.00",0,,1,EA,,THB,,0,"-3,990.00","3,989.00",0,0
340000068,,,0,TH02,,12/18/2017,12/18/2017,10020057,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000069,,,0,TH02,,12/18/2017,12/18/2017,10020070,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000070,,,0,TH02,,12/18/2017,12/18/2017,10020058,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000071,,,0,TH02,,12/18/2017,12/18/2017,10020057,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000072,,,0,TH02,,12/18/2017,12/18/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000073,,,0,TH02,,12/18/2017,12/18/2017,10020025,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000074,,,0,TH02,,12/18/2017,12/18/2017,10020000,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000075,,,0,TH02,,12/18/2017,12/18/2017,10020059,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000076,,,0,TH02,,12/18/2017,12/18/2017,10020025,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000077,,,0,TH02,,12/18/2017,12/18/2017,10020025,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000078,,,0,TH02,,12/18/2017,12/18/2017,10020059,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000079,,,0,TH02,,12/18/2017,12/18/2017,10020025,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000080,,,0,TH02,,12/18/2017,12/18/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000081,,,0,TH02,,12/18/2017,12/18/2017,10020055,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000082,,,0,TH02,,12/18/2017,12/18/2017,10020070,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000083,,,0,TH02,,12/18/2017,12/18/2017,10020005,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000084,,,0,TH02,,12/18/2017,12/18/2017,10020057,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000085,,,0,TH02,,12/18/2017,12/18/2017,10020057,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000086,,,0,TH02,,12/18/2017,12/18/2017,10050231,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000087,,,0,TH02,,12/18/2017,12/18/2017,10020063,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000088,,,0,TH02,,12/26/2017,12/26/2017,10050250,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000089,,,0,TH02,,12/26/2017,12/26/2017,10050231,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000090,,,0,TH02,,12/26/2017,12/26/2017,10020056,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000091,,,0,TH02,,12/26/2017,12/26/2017,10050006,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000092,,,0,TH02,,12/26/2017,12/26/2017,10020000,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000093,,,0,TH02,,12/26/2017,12/26/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000094,,,0,TH02,,12/26/2017,12/26/2017,10020070,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000095,,,0,TH02,,12/26/2017,12/26/2017,10050262,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000096,,,0,TH02,,12/26/2017,12/26/2017,10050006,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000097,,,0,TH02,,12/26/2017,12/26/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000098,,,0,TH02,,12/26/2017,12/26/2017,10050001,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000099,,,0,TH02,,12/26/2017,12/26/2017,10050233,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000100,,,0,TH02,,12/26/2017,12/26/2017,10050001,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000101,,,0,TH02,,12/26/2017,12/26/2017,10050263,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000102,,,0,TH02,,12/26/2017,12/26/2017,10050236,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000103,,,0,TH02,,12/26/2017,12/26/2017,10050223,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000104,,,0,TH02,,12/26/2017,12/26/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000105,,,0,TH02,,12/26/2017,12/26/2017,10050261,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000106,,,0,TH02,,12/26/2017,12/26/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000107,,,0,TH02,,12/26/2017,12/26/2017,10050263,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000108,,,0,TH02,,12/26/2017,12/26/2017,10020025,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000109,,,0,TH02,,12/26/2017,12/26/2017,10020057,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000110,,,0,TH02,,12/26/2017,12/26/2017,10050261,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000111,,,0,TH02,,12/26/2017,12/26/2017,10020070,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000112,,,0,TH02,,12/26/2017,12/26/2017,10020070,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000113,,,0,TH02,,12/26/2017,12/26/2017,10020005,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",1,,1,EA,,THB,,0,0,0,0,1
340000114,,,0,TH02,,12/26/2017,12/26/2017,10020053,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000115,,,0,TH02,,12/26/2017,12/26/2017,10020070,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000116,,,0,TH02,,12/26/2017,12/26/2017,10020070,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000117,,,0,TH02,,12/26/2017,12/26/2017,10020005,F00004-เครื่องสำรองไฟ-APC-800VA,003/000,,"1,540.00",,,"-1,539.00",0,,1,EA,,THB,,0,"-1,540.00","1,539.00",0,0
340000118,,,0,TH02,,12/28/2017,12/28/2017,10020000,K00015-ซีพียูขนาดพกพา-Intel-STK1AW32SC,003/000,,"4,990.00",,,"-4,989.00",1,,1,EA,,THB,,0,0,0,0,1
340000119,,,0,TH02,,12/28/2017,12/28/2017,10020070,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,990.00",,,"-3,989.00",1,,1,EA,,THB,,0,0,0,0,1
340000120,,,0,TH02,,12/28/2017,12/28/2017,10020026,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,990.00",,,"-3,989.00",1,,1,EA,,THB,,0,0,0,0,1
340000121,,,0,TH02,,12/28/2017,12/28/2017,10020070,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,990.00",,,"-3,989.00",1,,1,EA,,THB,,0,0,0,0,1
340000122,,,0,TH02,,12/28/2017,12/28/2017,10020070,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,990.00",,,"-3,989.00",1,,1,EA,,THB,,0,0,0,0,1
340000123,,,0,TH02,,12/28/2017,12/28/2017,10020070,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,990.00",,,"-3,989.00",1,,1,EA,,THB,,0,0,0,0,1
340000124,,,0,TH02,,12/29/2017,12/29/2017,10020063,K00034-อุปกรณ์อินเตอร์เน็ต-Unknow-HDMI Extender sp,003/000,,"13,622.00",,,"-13,621.00",1,,1,EA,,THB,,0,0,0,0,1
340000127,,,0,TH02,,01/11/2018,01/11/2018,10050010,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,890.00",,,"-3,889.00",1,,1,EA,,THB,,0,0,0,0,1
340000128,,,0,TH02,,01/11/2018,01/11/2018,10050001,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,890.00",,,"-3,889.00",1,,1,EA,,THB,,0,0,0,0,1
340000129,,,0,TH02,,01/11/2018,01/11/2018,10020020,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,890.00",,,"-3,889.00",1,,1,EA,,THB,,0,0,0,0,1
340000130,,,0,TH02,,01/11/2018,01/11/2018,10020053,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,890.00",,,"-3,889.00",1,,1,EA,,THB,,0,0,0,0,1
340000131,,,0,TH02,,01/11/2018,01/11/2018,10050004,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,890.00",,,"-3,889.00",1,,1,EA,,THB,,0,0,0,0,1
340000132,,,0,TH02,,01/11/2018,01/11/2018,10050005,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,890.00",,,"-3,889.00",1,,1,EA,,THB,,0,0,0,0,1
340000133,,,0,TH02,,01/11/2018,01/11/2018,10020053,E00002-โทรศัพท์-Huawei-Y5 16 GB,003/000,,"3,890.00",,,"-3,889.00",1,,1,EA,,THB,,0,0,0,0,1
